transaction_row_id,transaction_id,customer_id,project_id,unit_id,demand_amount,collected_amount,outstanding_amount,discount_amount,refund_amount,payment_delay_days,payment_gap_days,demand_date,payment_date,risk_score,risk_severity,recommended_action,violations_count,violations,anomaly_details,fraud_label,auditor_comments,reviewed_at,uploaded_at,ml_probability,rule_violation_score,z_score_max,iqr_anomaly_score,isolation_forest_score,amount_mismatch_score,delay_risk_score,discount_risk_score,refund_risk_score,final_risk_score,risk_level,detected_anomaly,anomaly_reason
514007,TXN000011,CUST9669,PROJ-1008,C-1801,582000.0,582000.0,0.0,0.0,0.0,6,6.0,2024-10-27,2024-11-02,100,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 100)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.; [RV-31] - Verify holiday/weekend billing authorization. Ensure invoice generation complies with bank operating hours.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.; [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,3,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}, {'rule_id': 'RV-31', 'description': 'demand_date falls on weekend or public holiday'}, {'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 3 different real-estate projects.'}], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0212, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.954203682711526,75,0.909,0,-0.0212,0.0,30,0,0,100,CRITICAL,True,[RV-08] transaction_id sequential gap > 1000; [RV-31] demand_date falls on weekend or public holiday; [RV-32] payment_date falls on weekend or public holiday; [High Credit / Speculation Exposure] Customer is linked to 3 different real-estate projects.; [ML Outlier] Abnormal combination of financial and temporal behavior
514334,TXN000012,CUST1053,PROJ-1008,C-1703,1223000.0,691000.0,532000.0,0.0,0.0,5,5.0,2024-06-05,2024-06-10,40,MEDIUM,"Medium Policy Variance. Minor transaction delays, distribution shifts, or isolated statistical anomalies. Flag for validation check during routine quarterly financial closing procedures.",0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 3, 'groupwise_anomalies': [{'case': 'Demand Outlier Flag', 'reason': 'Demand (1,223,000) exceeds local fence (281,250)'}, {'case': 'Collection Outlier Flag', 'reason': 'Collection (691,000) exceeds local fence (281,250)'}, {'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 3 different real-estate projects.'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.8783101436948187,0,0.662,0,0.0,0.0,25,0,0,40,MEDIUM,True,"[Demand Outlier Flag] Demand (1,223,000) exceeds local fence (281,250); [Collection Outlier Flag] Collection (691,000) exceeds local fence (281,250); [High Credit / Speculation Exposure] Customer is linked to 3 different real-estate projects."
513036,TXN000013,CUST9837,PROJ-1003,E-3001,1680000.0,1680000.0,0.0,0.0,0.0,3,3.0,2024-11-10,2024-11-13,100,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 100)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.; [RV-31] - Verify holiday/weekend billing authorization. Ensure invoice generation complies with bank operating hours.; [SOP-ML-OUTLIER] - ML Outlier Reconciliations: Abnormal combination of financial and temporal behavior,2,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}, {'rule_id': 'RV-31', 'description': 'demand_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 2 different real-estate projects.'}], 'isolation_forest_flagged': True, 'isolation_forest_score': -0.0304, 'isolation_forest_reason': 'Abnormal combination of financial and temporal behavior'}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9867473581904532,50,1.5585,0,-0.0304,0.0,15,0,0,100,CRITICAL,True,[RV-08] transaction_id sequential gap > 1000; [RV-31] demand_date falls on weekend or public holiday; [High Credit / Speculation Exposure] Customer is linked to 2 different real-estate projects.; [ML Outlier] Abnormal combination of financial and temporal behavior
512542,TXN000014,CUST2290,PROJ-1004,A-2408,579000.0,579000.0,0.0,0.0,0.0,2,2.0,2025-07-16,2025-07-18,0,LOW,Safe Ledger Entry. No material rule violations or anomalous outlier signatures detected. Approved for standard financial archiving.,0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.0457967573012131,0,0.9148,0,0.0,0.0,10,0,0,0,LOW,False,No anomalies detected
514269,TXN000015,CUST4470,PROJ-1007,E-2512,927000.0,927000.0,0.0,0.0,0.0,6,6.0,2025-06-13,2025-06-19,25,MEDIUM,"Medium Policy Variance. Minor transaction delays, distribution shifts, or isolated statistical anomalies. Flag for validation check during routine quarterly financial closing procedures.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.",1,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9684519993958116,25,0.5959,0,0.0,0.0,30,0,0,25,MEDIUM,True,[RV-08] transaction_id sequential gap > 1000
512278,TXN000016,CUST4681,PROJ-1004,A-1101,2162000.0,2162000.0,0.0,0.0,0.0,0,0.0,2025-10-08,2025-10-08,25,MEDIUM,"Medium Policy Variance. Minor transaction delays, distribution shifts, or isolated statistical anomalies. Flag for validation check during routine quarterly financial closing procedures.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.",1,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9801719702025572,25,2.4048,0,0.0,0.0,0,0,0,25,MEDIUM,True,[RV-08] transaction_id sequential gap > 1000
514076,TXN000017,CUST1514,PROJ-1002,C-0309,892000.0,892000.0,0.0,0.0,0.0,8,8.0,2025-08-07,2025-08-15,90,CRITICAL,CRITICAL COMPLIANCE THREAT (Score 90)! Multiple statistical and machine learning engines have flagged this transaction. Assign a senior forensic auditor immediately to review documentation.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.,2,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}, {'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 2 different real-estate projects.'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.8897207504720179,50,0.5959,0,0.0,0.0,40,0,0,90,CRITICAL,True,[RV-08] transaction_id sequential gap > 1000; [RV-32] payment_date falls on weekend or public holiday; [High Credit / Speculation Exposure] Customer is linked to 2 different real-estate projects.
514288,TXN000018,CUST8749,PROJ-1004,D-0702,526000.0,122000.0,404000.0,0.0,0.0,29,29.0,2025-10-31,2025-11-29,65,HIGH,HIGH RISK WATCHLIST. Multiple rule violations and outlier flags detected. Conduct a standard forensic ledger audit and require management sign-off before archiving.; [RV-32] - Verify holiday/weekend collection voucher. Confirm bank clearings and check deposit timestamps.,1,"[{'rule_id': 'RV-32', 'description': 'payment_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 2 different real-estate projects.'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.7464816516169165,25,1.177,0,0.0,0.0,100,0,0,65,HIGH,True,[RV-32] payment_date falls on weekend or public holiday; [High Credit / Speculation Exposure] Customer is linked to 2 different real-estate projects.
512006,TXN000019,CUST1993,PROJ-1002,D-2406,430000.0,430000.0,0.0,0.0,0.0,4,4.0,2024-07-06,2024-07-10,50,HIGH,HIGH RISK WATCHLIST. Multiple rule violations and outlier flags detected. Conduct a standard forensic ledger audit and require management sign-off before archiving.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.; [RV-31] - Verify holiday/weekend billing authorization. Ensure invoice generation complies with bank operating hours.,2,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}, {'rule_id': 'RV-31', 'description': 'demand_date falls on weekend or public holiday'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9567058466692888,50,1.2031,0,0.0,0.0,20,0,0,50,HIGH,True,[RV-08] transaction_id sequential gap > 1000; [RV-31] demand_date falls on weekend or public holiday
512793,TXN000020,CUST2235,PROJ-1004,D-2609,327000.0,327000.0,0.0,0.0,0.0,24,24.0,2024-04-05,2024-04-29,0,LOW,Safe Ledger Entry. No material rule violations or anomalous outlier signatures detected. Approved for standard financial archiving.,0,[],"{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': False, 'groupwise_anomalies_count': 0, 'groupwise_anomalies': [], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.0154280471250459,0,1.4024,0,0.0,0.0,100,0,0,0,LOW,False,No anomalies detected
512952,TXN000021,CUST3724,PROJ-1004,D-1608,1021000.0,1021000.0,0.0,0.0,0.0,3,3.0,2025-02-03,2025-02-06,65,HIGH,HIGH RISK WATCHLIST. Multiple rule violations and outlier flags detected. Conduct a standard forensic ledger audit and require management sign-off before archiving.; [RV-08] - Sequential gap in transaction IDs detected. Audit database for missing or deleted invoice records.,1,"[{'rule_id': 'RV-08', 'description': 'transaction_id sequential gap > 1000'}]","{'zscore_flagged': False, 'zscore_reason': None, 'iqr_flagged': False, 'iqr_reason': None, 'groupwise_flagged': True, 'groupwise_anomalies_count': 1, 'groupwise_anomalies': [{'case': 'High Credit / Speculation Exposure', 'reason': 'Customer is linked to 2 different real-estate projects.'}], 'isolation_forest_flagged': False, 'isolation_forest_score': 0.0, 'isolation_forest_reason': None}",,Pending auditor review,,2026-06-11 09:42:36.047324,0.9877161848589964,25,0.5959,0,0.0,0.0,15,0,0,65,HIGH,True,[RV-08] transaction_id sequential gap > 1000; [High Credit / Speculation Exposure] Customer is linked to 2 different real-estate projects.
